order_id,customer_id,order_date,status,promised_ship_date
806,274,2024-10-11,completed,2024-10-14
950,97,2024-10-11,completed,2024-10-14
2363,238,2024-10-11,completed,2024-10-18
3095,381,2024-10-11,completed,2024-10-14
3337,313,2024-10-11,completed,2024-10-14
3349,228,2024-10-11,completed,2024-10-18
3888,284,2024-10-11,returned,2024-10-15
1705,191,2024-10-12,completed,2024-10-16
2085,367,2024-10-12,completed,2024-10-19
2971,377,2024-10-12,completed,2024-10-15
345,185,2024-10-13,completed,2024-10-18
588,236,2024-10-13,cancelled,2024-10-17
1105,344,2024-10-13,completed,2024-10-16
1364,114,2024-10-13,completed,2024-10-19
1575,153,2024-10-13,completed,2024-10-18
1650,187,2024-10-13,completed,2024-10-16
2291,29,2024-10-13,returned,2024-10-20
265,85,2024-10-14,completed,2024-10-19
1028,236,2024-10-14,returned,2024-10-18
2208,257,2024-10-14,completed,2024-10-21
600,113,2024-10-15,completed,2024-10-22
1634,252,2024-10-15,completed,2024-10-20
3161,257,2024-10-15,completed,2024-10-21
3491,307,2024-10-15,completed,2024-10-21
234,396,2024-10-16,completed,2024-10-22
651,309,2024-10-16,cancelled,2024-10-18
829,47,2024-10-16,cancelled,2024-10-22
1648,150,2024-10-16,cancelled,2024-10-21
1702,287,2024-10-16,completed,2024-10-18
820,373,2024-10-17,completed,2024-10-24
1236,15,2024-10-17,completed,2024-10-23
1509,265,2024-10-17,cancelled,2024-10-24
3295,8,2024-10-17,completed,2024-10-20
3335,349,2024-10-17,completed,2024-10-24
3644,282,2024-10-17,completed,2024-10-20
569,279,2024-10-18,returned,2024-10-23
1232,23,2024-10-18,completed,2024-10-25
2454,166,2024-10-18,completed,2024-10-20
3699,391,2024-10-18,completed,2024-10-21
695,326,2024-10-19,completed,2024-10-21
2366,257,2024-10-19,returned,2024-10-26
1170,38,2024-10-20,completed,2024-10-22
2198,182,2024-10-20,cancelled,2024-10-25
3823,293,2024-10-20,completed,2024-10-27
2002,391,2024-10-21,completed,2024-10-25
2598,250,2024-10-21,completed,2024-10-23
2746,196,2024-10-21,completed,2024-10-28
3013,280,2024-10-21,completed,2024-10-23
3196,34,2024-10-21,completed,2024-10-28
3270,108,2024-10-21,completed,2024-10-26
3568,61,2024-10-21,returned,2024-10-27
226,178,2024-10-22,returned,2024-10-28
3763,22,2024-10-22,completed,2024-10-28
3980,20,2024-10-22,completed,2024-10-29
2347,191,2024-10-23,cancelled,2024-10-28
3814,68,2024-10-23,cancelled,2024-10-29
658,93,2024-10-24,returned,2024-10-29
2487,106,2024-10-24,cancelled,2024-10-29
2923,149,2024-10-24,returned,2024-10-31
3021,154,2024-10-24,returned,2024-10-31
582,396,2024-10-25,returned,2024-10-31
825,142,2024-10-25,returned,2024-10-27
867,93,2024-10-25,returned,2024-10-30
1647,61,2024-10-25,completed,2024-10-29
2492,18,2024-10-25,returned,2024-10-29
2568,171,2024-10-25,completed,2024-10-28
2576,76,2024-10-25,completed,2024-10-27
2804,38,2024-10-25,completed,2024-10-31
147,235,2024-10-26,returned,2024-11-02
160,361,2024-10-26,completed,2024-10-30
3358,364,2024-10-26,cancelled,2024-10-31
3915,300,2024-10-26,cancelled,2024-11-01
79,195,2024-10-27,completed,2024-10-30
348,150,2024-10-28,completed,2024-11-02
1780,100,2024-10-28,cancelled,2024-11-04
2571,390,2024-10-28,completed,2024-11-03
3634,354,2024-10-28,completed,2024-11-02
1249,176,2024-10-29,completed,2024-11-02
1300,134,2024-10-29,completed,2024-11-03
1904,211,2024-10-29,completed,2024-11-01
3117,51,2024-10-29,completed,2024-11-04
364,86,2024-10-30,completed,2024-11-02
2610,224,2024-10-30,cancelled,2024-11-03
3286,266,2024-10-30,completed,2024-11-06
3478,161,2024-10-30,cancelled,2024-11-01
3834,284,2024-10-30,cancelled,2024-11-06
120,82,2024-10-31,completed,2024-11-06
1212,33,2024-10-31,completed,2024-11-04
1765,285,2024-10-31,cancelled,2024-11-07
1840,135,2024-10-31,cancelled,2024-11-03
1485,141,2024-11-01,completed,2024-11-06
1638,258,2024-11-01,completed,2024-11-03
1782,302,2024-11-01,completed,2024-11-08
2180,188,2024-11-01,completed,2024-11-07
301,304,2024-11-02,completed,2024-11-09
1086,208,2024-11-02,completed,2024-11-08
309,166,2024-11-03,completed,2024-11-05
395,243,2024-11-03,returned,2024-11-09
670,315,2024-11-03,returned,2024-11-05
961,225,2024-11-03,returned,2024-11-08
2428,305,2024-11-03,completed,2024-11-09
2957,188,2024-11-03,completed,2024-11-10
3397,317,2024-11-03,cancelled,2024-11-05
3455,226,2024-11-03,cancelled,2024-11-06
238,19,2024-11-04,returned,2024-11-11
636,290,2024-11-04,cancelled,2024-11-07
1174,252,2024-11-04,completed,2024-11-07
2960,383,2024-11-04,completed,2024-11-07
3039,121,2024-11-04,completed,2024-11-08
3065,183,2024-11-04,completed,2024-11-06
3930,274,2024-11-04,completed,2024-11-07
55,162,2024-11-05,completed,2024-11-08
94,394,2024-11-05,returned,2024-11-07
976,300,2024-11-05,cancelled,2024-11-11
1345,353,2024-11-05,cancelled,2024-11-08
1400,346,2024-11-05,completed,2024-11-12
1540,87,2024-11-05,returned,2024-11-10
1918,317,2024-11-05,cancelled,2024-11-10
2377,396,2024-11-05,completed,2024-11-09
423,50,2024-11-06,completed,2024-11-09
2661,363,2024-11-06,returned,2024-11-13
3459,266,2024-11-06,completed,2024-11-08
3802,141,2024-11-06,cancelled,2024-11-12
322,163,2024-11-07,returned,2024-11-10
803,149,2024-11-07,completed,2024-11-14
814,129,2024-11-07,completed,2024-11-09
1304,90,2024-11-07,cancelled,2024-11-14
2227,1,2024-11-07,completed,2024-11-14
2276,95,2024-11-07,completed,2024-11-10
2988,45,2024-11-07,completed,2024-11-11
3258,14,2024-11-07,returned,2024-11-13
480,206,2024-11-08,completed,2024-11-13
1551,241,2024-11-08,completed,2024-11-11
1709,379,2024-11-08,completed,2024-11-10
2344,382,2024-11-08,returned,2024-11-14
3175,334,2024-11-08,completed,2024-11-11
3442,160,2024-11-08,completed,2024-11-11
3501,168,2024-11-08,completed,2024-11-15
3,276,2024-11-09,completed,2024-11-12
746,218,2024-11-09,completed,2024-11-14
773,12,2024-11-09,completed,2024-11-16
951,391,2024-11-09,returned,2024-11-15
1381,180,2024-11-09,completed,2024-11-11
2230,252,2024-11-09,completed,2024-11-13
3078,383,2024-11-09,completed,2024-11-16
3444,206,2024-11-09,completed,2024-11-12
3614,4,2024-11-09,completed,2024-11-12
66,300,2024-11-10,cancelled,2024-11-15
3411,266,2024-11-10,returned,2024-11-15
3782,398,2024-11-10,cancelled,2024-11-12
3826,212,2024-11-10,completed,2024-11-16
140,231,2024-11-11,returned,2024-11-13
559,89,2024-11-11,cancelled,2024-11-17
744,135,2024-11-11,completed,2024-11-15
1036,60,2024-11-11,completed,2024-11-18
1581,323,2024-11-11,completed,2024-11-13
2547,15,2024-11-11,completed,2024-11-18
3007,72,2024-11-11,completed,2024-11-17
73,230,2024-11-12,returned,2024-11-18
385,109,2024-11-12,completed,2024-11-19
1104,197,2024-11-12,completed,2024-11-17
1287,235,2024-11-12,completed,2024-11-14
2352,104,2024-11-12,cancelled,2024-11-14
2537,54,2024-11-12,completed,2024-11-15
2931,356,2024-11-12,completed,2024-11-18
3480,276,2024-11-12,completed,2024-11-19
796,288,2024-11-13,completed,2024-11-18
1194,19,2024-11-13,completed,2024-11-15
1527,93,2024-11-13,completed,2024-11-16
2200,21,2024-11-13,completed,2024-11-18
2554,91,2024-11-13,returned,2024-11-17
3257,76,2024-11-13,completed,2024-11-17
3874,131,2024-11-13,completed,2024-11-18
907,177,2024-11-14,returned,2024-11-21
971,226,2024-11-14,completed,2024-11-18
1043,248,2024-11-14,cancelled,2024-11-20
1877,310,2024-11-14,completed,2024-11-21
2175,382,2024-11-14,completed,2024-11-21
2249,204,2024-11-14,completed,2024-11-21
2592,297,2024-11-14,returned,2024-11-21
3395,159,2024-11-14,returned,2024-11-21
3645,311,2024-11-14,cancelled,2024-11-19
3864,352,2024-11-14,completed,2024-11-21
1470,126,2024-11-15,completed,2024-11-20
2242,282,2024-11-15,cancelled,2024-11-19
3203,203,2024-11-15,completed,2024-11-18
581,264,2024-11-16,completed,2024-11-18
1690,399,2024-11-16,completed,2024-11-21
2142,191,2024-11-16,returned,2024-11-23
2447,330,2024-11-16,completed,2024-11-18
2980,390,2024-11-16,returned,2024-11-19
1325,163,2024-11-17,returned,2024-11-23
1357,322,2024-11-17,completed,2024-11-19
1838,300,2024-11-17,completed,2024-11-19
3978,78,2024-11-17,completed,2024-11-23
142,197,2024-11-18,returned,2024-11-24
1996,98,2024-11-18,completed,2024-11-20
2348,56,2024-11-18,completed,2024-11-20
2675,252,2024-11-18,completed,2024-11-25
2787,295,2024-11-18,completed,2024-11-21
2847,241,2024-11-18,completed,2024-11-23
3437,308,2024-11-18,completed,2024-11-21
3545,374,2024-11-18,cancelled,2024-11-24
625,376,2024-11-19,cancelled,2024-11-21
1842,91,2024-11-19,completed,2024-11-21
3824,338,2024-11-19,returned,2024-11-23
277,206,2024-11-20,completed,2024-11-27
280,331,2024-11-20,completed,2024-11-23
2485,368,2024-11-20,completed,2024-11-25
392,189,2024-11-21,completed,2024-11-27
3267,395,2024-11-21,completed,2024-11-27
3398,47,2024-11-21,cancelled,2024-11-27
3949,9,2024-11-21,completed,2024-11-26
290,270,2024-11-22,completed,2024-11-29
544,385,2024-11-22,completed,2024-11-26
1875,101,2024-11-22,cancelled,2024-11-26
2221,27,2024-11-22,completed,2024-11-27
3720,292,2024-11-22,cancelled,2024-11-29
246,289,2024-11-23,completed,2024-11-30
308,67,2024-11-23,completed,2024-11-30
535,320,2024-11-23,cancelled,2024-11-27
1021,145,2024-11-23,completed,2024-11-25
1911,74,2024-11-23,completed,2024-11-25
1987,247,2024-11-23,completed,2024-11-27
851,249,2024-11-24,completed,2024-11-26
1419,339,2024-11-24,completed,2024-11-29
2289,246,2024-11-24,returned,2024-11-29
3170,341,2024-11-24,completed,2024-11-29
1190,284,2024-11-25,completed,2024-11-30
1556,146,2024-11-25,completed,2024-11-28
2321,9,2024-11-25,completed,2024-12-01
2679,72,2024-11-25,completed,2024-11-29
2697,376,2024-11-25,completed,2024-12-02
3677,152,2024-11-25,completed,2024-11-27
254,122,2024-11-26,completed,2024-12-01
460,352,2024-11-26,cancelled,2024-11-28
1046,19,2024-11-26,completed,2024-12-01
2924,315,2024-11-26,cancelled,2024-11-30
400,334,2024-11-27,completed,2024-12-03
640,185,2024-11-27,completed,2024-12-02
2563,105,2024-11-27,completed,2024-12-04
3553,291,2024-11-27,cancelled,2024-11-30
3868,325,2024-11-27,completed,2024-11-30
1632,354,2024-11-28,cancelled,2024-11-30
1862,104,2024-11-28,completed,2024-12-01
2253,2,2024-11-28,completed,2024-12-04
3087,213,2024-11-28,cancelled,2024-12-01
1009,30,2024-11-29,completed,2024-12-05
1032,351,2024-11-29,completed,2024-12-03
2852,92,2024-11-29,completed,2024-12-04
2910,288,2024-11-29,completed,2024-12-05
3540,208,2024-11-29,completed,2024-12-04
328,355,2024-11-30,completed,2024-12-04
1498,83,2024-11-30,completed,2024-12-07
1636,25,2024-11-30,completed,2024-12-04
2097,384,2024-11-30,completed,2024-12-07
14,98,2024-12-01,cancelled,2024-12-03
654,83,2024-12-01,cancelled,2024-12-06
1103,89,2024-12-01,completed,2024-12-04
1598,41,2024-12-01,cancelled,2024-12-07
1762,307,2024-12-01,completed,2024-12-03
2325,115,2024-12-01,completed,2024-12-08
2655,362,2024-12-01,returned,2024-12-06
2926,170,2024-12-01,cancelled,2024-12-08
1461,381,2024-12-02,completed,2024-12-06
1701,243,2024-12-02,completed,2024-12-09
2185,378,2024-12-02,cancelled,2024-12-08
2436,398,2024-12-02,completed,2024-12-08
2550,204,2024-12-02,returned,2024-12-07
3711,275,2024-12-02,completed,2024-12-09
1675,262,2024-12-03,returned,2024-12-07
1953,183,2024-12-03,completed,2024-12-06
2400,109,2024-12-03,completed,2024-12-10
693,206,2024-12-04,completed,2024-12-10
2497,191,2024-12-04,completed,2024-12-07
2880,376,2024-12-04,completed,2024-12-06
3083,224,2024-12-04,completed,2024-12-11
3734,98,2024-12-04,completed,2024-12-11
3744,204,2024-12-04,cancelled,2024-12-09
213,31,2024-12-05,completed,2024-12-11
993,338,2024-12-05,completed,2024-12-10
1330,228,2024-12-05,cancelled,2024-12-10
2421,108,2024-12-05,completed,2024-12-12
2940,92,2024-12-05,completed,2024-12-11
3378,93,2024-12-05,completed,2024-12-12
3799,211,2024-12-05,completed,2024-12-07
174,220,2024-12-06,completed,2024-12-11
1089,72,2024-12-06,returned,2024-12-13
1386,99,2024-12-06,completed,2024-12-09
2254,357,2024-12-06,completed,2024-12-12
2600,304,2024-12-06,completed,2024-12-08
2757,30,2024-12-06,returned,2024-12-08
2990,192,2024-12-06,completed,2024-12-08
3906,181,2024-12-06,completed,2024-12-10
638,250,2024-12-07,completed,2024-12-09
727,294,2024-12-07,completed,2024-12-10
1160,146,2024-12-07,completed,2024-12-10
2267,144,2024-12-07,completed,2024-12-11
2419,97,2024-12-07,completed,2024-12-14
3303,67,2024-12-07,completed,2024-12-10
3453,177,2024-12-07,completed,2024-12-14
3774,180,2024-12-07,cancelled,2024-12-12
2061,132,2024-12-08,cancelled,2024-12-13
2480,373,2024-12-08,cancelled,2024-12-11
3976,23,2024-12-08,completed,2024-12-10
2223,219,2024-12-09,completed,2024-12-11
2871,86,2024-12-09,returned,2024-12-12
426,115,2024-12-10,cancelled,2024-12-14
1583,352,2024-12-11,cancelled,2024-12-14
2519,6,2024-12-11,completed,2024-12-13
2826,87,2024-12-11,completed,2024-12-15
3406,356,2024-12-11,completed,2024-12-14
334,232,2024-12-12,completed,2024-12-14
1795,354,2024-12-12,completed,2024-12-14
1890,218,2024-12-12,cancelled,2024-12-17
2297,351,2024-12-12,completed,2024-12-19
354,138,2024-12-13,returned,2024-12-15
1373,65,2024-12-13,completed,2024-12-16
2195,203,2024-12-13,completed,2024-12-17
2521,46,2024-12-13,completed,2024-12-20
2714,383,2024-12-13,returned,2024-12-19
3306,95,2024-12-13,cancelled,2024-12-20
3325,235,2024-12-13,completed,2024-12-15
3347,142,2024-12-13,completed,2024-12-18
3771,364,2024-12-13,completed,2024-12-18
65,284,2024-12-14,completed,2024-12-19
452,373,2024-12-14,completed,2024-12-17
1392,58,2024-12-14,completed,2024-12-16
1882,371,2024-12-14,cancelled,2024-12-17
3234,186,2024-12-14,completed,2024-12-17
3419,179,2024-12-14,cancelled,2024-12-21
52,355,2024-12-15,returned,2024-12-20
692,359,2024-12-15,completed,2024-12-17
3922,160,2024-12-15,completed,2024-12-21
473,152,2024-12-16,completed,2024-12-21
722,162,2024-12-16,completed,2024-12-20
2793,215,2024-12-16,completed,2024-12-22
3334,272,2024-12-16,completed,2024-12-20
3886,317,2024-12-16,returned,2024-12-22
795,4,2024-12-17,returned,2024-12-21
1627,113,2024-12-17,returned,2024-12-24
3897,42,2024-12-17,completed,2024-12-24
833,286,2024-12-18,cancelled,2024-12-22
882,154,2024-12-18,completed,2024-12-24
1016,149,2024-12-18,completed,2024-12-20
1902,338,2024-12-18,returned,2024-12-20
3609,26,2024-12-18,cancelled,2024-12-20
774,129,2024-12-19,cancelled,2024-12-26
1438,160,2024-12-19,returned,2024-12-21
2032,249,2024-12-19,cancelled,2024-12-21
3649,254,2024-12-19,completed,2024-12-24
824,223,2024-12-20,completed,2024-12-22
1137,93,2024-12-20,returned,2024-12-22
1469,123,2024-12-20,completed,2024-12-23
1968,220,2024-12-20,completed,2024-12-26
1983,41,2024-12-20,completed,2024-12-27
261,134,2024-12-21,completed,2024-12-26
379,382,2024-12-21,completed,2024-12-25
1114,257,2024-12-21,completed,2024-12-26
2209,348,2024-12-21,completed,2024-12-26
634,315,2024-12-22,cancelled,2024-12-25
1834,377,2024-12-22,completed,2024-12-29
2567,162,2024-12-22,cancelled,2024-12-24
2713,48,2024-12-22,returned,2024-12-24
3895,158,2024-12-22,completed,2024-12-28
58,200,2024-12-23,cancelled,2024-12-29
939,79,2024-12-23,completed,2024-12-27
1465,383,2024-12-23,cancelled,2024-12-27
1493,283,2024-12-23,completed,2024-12-27
1739,306,2024-12-23,returned,2024-12-26
1921,81,2024-12-23,completed,2024-12-30
2350,84,2024-12-23,returned,2024-12-25
2353,44,2024-12-23,returned,2024-12-29
2460,114,2024-12-23,completed,2024-12-26
3700,331,2024-12-23,cancelled,2024-12-29
42,318,2024-12-24,returned,2024-12-28
1155,345,2024-12-24,returned,2024-12-27
1678,397,2024-12-24,completed,2024-12-31
2058,109,2024-12-24,completed,2024-12-31
2790,376,2024-12-24,completed,2024-12-28
3779,208,2024-12-24,completed,2024-12-27
394,251,2024-12-25,returned,2024-12-30
904,137,2024-12-25,completed,2024-12-29
1819,23,2024-12-25,completed,2024-12-28
3218,167,2024-12-25,cancelled,2024-12-30
3367,254,2024-12-25,completed,2024-12-31
3893,313,2024-12-25,completed,2024-12-28
3997,320,2024-12-25,completed,2025-01-01
45,357,2024-12-26,completed,2024-12-30
2177,379,2024-12-26,cancelled,2025-01-01
3072,376,2024-12-26,returned,2025-01-01
1121,323,2024-12-27,cancelled,2025-01-03
1985,91,2024-12-27,returned,2024-12-30
2331,7,2024-12-27,returned,2025-01-01
2897,9,2024-12-27,completed,2025-01-03
1560,256,2024-12-28,cancelled,2024-12-30
1745,285,2024-12-28,cancelled,2024-12-31
3544,365,2024-12-28,completed,2025-01-03
3668,325,2024-12-28,completed,2025-01-01
3838,386,2024-12-28,completed,2025-01-04
202,331,2024-12-29,completed,2025-01-01
240,369,2024-12-29,completed,2025-01-02
298,124,2024-12-29,completed,2025-01-04
724,48,2024-12-29,completed,2025-01-05
930,272,2024-12-29,completed,2025-01-02
1689,168,2024-12-29,returned,2025-01-04
275,237,2024-12-30,completed,2025-01-02
445,356,2024-12-30,completed,2025-01-03
797,367,2024-12-30,cancelled,2025-01-06
863,321,2024-12-30,completed,2025-01-05
2904,73,2024-12-30,completed,2025-01-05
3907,149,2024-12-30,completed,2025-01-04
1458,264,2024-12-31,completed,2025-01-07
1753,349,2024-12-31,completed,2025-01-04
1876,382,2024-12-31,cancelled,2025-01-04
2612,214,2024-12-31,returned,2025-01-03
3063,173,2025-01-01,cancelled,2025-01-05
3794,48,2025-01-01,completed,2025-01-04
3857,138,2025-01-01,completed,2025-01-05
2015,155,2025-01-02,returned,2025-01-08
2966,321,2025-01-02,completed,2025-01-08
1486,302,2025-01-03,completed,2025-01-08
1572,123,2025-01-03,completed,2025-01-05
1592,42,2025-01-03,returned,2025-01-05
2476,63,2025-01-03,completed,2025-01-09
329,56,2025-01-04,cancelled,2025-01-06
854,188,2025-01-04,completed,2025-01-10
3097,17,2025-01-04,cancelled,2025-01-10
3502,349,2025-01-04,cancelled,2025-01-11
27,251,2025-01-05,cancelled,2025-01-12
367,373,2025-01-05,completed,2025-01-07
1993,238,2025-01-05,completed,2025-01-10
3005,240,2025-01-05,completed,2025-01-07
3059,264,2025-01-05,returned,2025-01-12
3156,117,2025-01-05,completed,2025-01-08
3447,311,2025-01-05,completed,2025-01-11
1599,345,2025-01-06,completed,2025-01-11
2069,149,2025-01-06,completed,2025-01-08
2256,113,2025-01-06,completed,2025-01-13
3158,370,2025-01-06,returned,2025-01-13
629,277,2025-01-07,completed,2025-01-14
1503,34,2025-01-07,completed,2025-01-12
1543,161,2025-01-07,completed,2025-01-10
2640,314,2025-01-07,cancelled,2025-01-12
3046,216,2025-01-07,completed,2025-01-10
1518,87,2025-01-08,completed,2025-01-13
3596,99,2025-01-08,completed,2025-01-12
154,45,2025-01-09,completed,2025-01-11
231,296,2025-01-09,cancelled,2025-01-11
1147,272,2025-01-09,completed,2025-01-11
1431,303,2025-01-09,completed,2025-01-15
2384,350,2025-01-09,completed,2025-01-15
2416,370,2025-01-09,completed,2025-01-14
3323,188,2025-01-09,completed,2025-01-16
639,120,2025-01-10,completed,2025-01-17
1143,60,2025-01-10,completed,2025-01-13
3145,169,2025-01-10,cancelled,2025-01-17
3392,363,2025-01-10,completed,2025-01-14
859,21,2025-01-11,cancelled,2025-01-13
1181,359,2025-01-11,completed,2025-01-16
1654,367,2025-01-11,completed,2025-01-15
1871,39,2025-01-11,completed,2025-01-13
2590,348,2025-01-11,completed,2025-01-15
3597,231,2025-01-11,cancelled,2025-01-13
952,291,2025-01-12,returned,2025-01-15
1642,78,2025-01-12,cancelled,2025-01-18
2292,279,2025-01-12,completed,2025-01-14
2441,338,2025-01-12,completed,2025-01-16
2481,247,2025-01-12,completed,2025-01-14
80,138,2025-01-13,completed,2025-01-16
175,146,2025-01-13,completed,2025-01-19
1744,301,2025-01-13,cancelled,2025-01-15
2019,108,2025-01-13,cancelled,2025-01-18
2257,61,2025-01-13,completed,2025-01-16
3421,28,2025-01-13,completed,2025-01-19
3914,134,2025-01-13,completed,2025-01-16
2146,273,2025-01-14,completed,2025-01-21
2703,22,2025-01-14,completed,2025-01-16
3190,324,2025-01-14,completed,2025-01-18
53,39,2025-01-15,cancelled,2025-01-19
481,198,2025-01-15,cancelled,2025-01-20
801,333,2025-01-15,cancelled,2025-01-21
2341,48,2025-01-15,returned,2025-01-20
3172,274,2025-01-15,cancelled,2025-01-21
1055,8,2025-01-16,returned,2025-01-22
1409,330,2025-01-16,completed,2025-01-20
1761,340,2025-01-16,completed,2025-01-20
2964,332,2025-01-16,completed,2025-01-23
3554,382,2025-01-16,cancelled,2025-01-22
3742,12,2025-01-16,cancelled,2025-01-22
39,147,2025-01-17,completed,2025-01-23
1726,106,2025-01-17,completed,2025-01-24
2751,138,2025-01-17,cancelled,2025-01-21
3088,237,2025-01-17,returned,2025-01-24
1230,100,2025-01-18,completed,2025-01-21
2235,300,2025-01-18,completed,2025-01-20
2758,313,2025-01-18,returned,2025-01-22
3193,288,2025-01-18,returned,2025-01-22
3350,168,2025-01-18,completed,2025-01-25
1719,46,2025-01-19,completed,2025-01-26
2031,176,2025-01-19,completed,2025-01-25
3881,281,2025-01-19,returned,2025-01-23
126,361,2025-01-20,completed,2025-01-26
2734,313,2025-01-20,completed,2025-01-25
2817,396,2025-01-20,completed,2025-01-23
3338,206,2025-01-20,completed,2025-01-25
3819,286,2025-01-20,cancelled,2025-01-25
92,202,2025-01-21,completed,2025-01-23
737,114,2025-01-21,returned,2025-01-24
748,93,2025-01-21,returned,2025-01-24
2229,311,2025-01-21,completed,2025-01-26
2748,350,2025-01-21,completed,2025-01-23
1755,83,2025-01-22,cancelled,2025-01-28
1879,178,2025-01-22,completed,2025-01-27
2092,100,2025-01-22,cancelled,2025-01-28
2278,159,2025-01-22,completed,2025-01-25
3061,63,2025-01-22,completed,2025-01-27
3623,83,2025-01-22,completed,2025-01-24
3675,193,2025-01-22,completed,2025-01-29
3748,246,2025-01-22,completed,2025-01-26
1994,288,2025-01-23,returned,2025-01-28
2883,13,2025-01-23,completed,2025-01-30
3241,171,2025-01-23,cancelled,2025-01-25
3470,70,2025-01-23,completed,2025-01-26
204,354,2025-01-24,completed,2025-01-31
615,36,2025-01-24,completed,2025-01-28
710,287,2025-01-24,returned,2025-01-28
921,357,2025-01-24,returned,2025-01-28
1687,367,2025-01-24,returned,2025-01-31
2511,207,2025-01-24,completed,2025-01-30
214,365,2025-01-25,returned,2025-01-30
703,18,2025-01-25,returned,2025-01-31
1053,273,2025-01-25,completed,2025-01-30
2676,104,2025-01-25,cancelled,2025-01-28
1012,312,2025-01-26,completed,2025-01-30
1450,25,2025-01-26,completed,2025-02-01
1915,234,2025-01-26,completed,2025-02-02
2564,306,2025-01-26,completed,2025-02-02
2994,143,2025-01-26,completed,2025-02-01
3091,365,2025-01-26,returned,2025-01-31
897,202,2025-01-27,completed,2025-01-30
989,93,2025-01-27,completed,2025-01-30
1127,19,2025-01-27,cancelled,2025-02-02
1148,230,2025-01-27,completed,2025-02-03
3108,82,2025-01-27,cancelled,2025-02-01
597,352,2025-01-28,completed,2025-02-03
2184,248,2025-01-28,completed,2025-02-01
2776,77,2025-01-28,returned,2025-01-30
2865,260,2025-01-28,completed,2025-02-02
3152,367,2025-01-28,completed,2025-02-03
90,356,2025-01-29,cancelled,2025-02-03
1356,328,2025-01-29,completed,2025-02-04
558,91,2025-01-30,cancelled,2025-02-01
1852,77,2025-01-30,completed,2025-02-02
3128,16,2025-01-30,completed,2025-02-05
3471,321,2025-01-30,completed,2025-02-04
3921,224,2025-01-30,completed,2025-02-02
335,164,2025-01-31,completed,2025-02-02
1167,339,2025-01-31,completed,2025-02-07
1872,257,2025-01-31,returned,2025-02-06
2834,57,2025-01-31,cancelled,2025-02-07
1970,78,2025-02-01,completed,2025-02-04
410,56,2025-02-02,completed,2025-02-04
432,28,2025-02-02,completed,2025-02-05
2115,65,2025-02-02,completed,2025-02-06
2818,175,2025-02-02,completed,2025-02-08
3721,354,2025-02-02,cancelled,2025-02-05
82,40,2025-02-03,completed,2025-02-07
1343,328,2025-02-03,cancelled,2025-02-08
3192,273,2025-02-03,completed,2025-02-07
3227,103,2025-02-03,returned,2025-02-05
3948,13,2025-02-03,completed,2025-02-08
88,309,2025-02-04,cancelled,2025-02-07
117,364,2025-02-04,completed,2025-02-06
461,339,2025-02-04,completed,2025-02-11
877,114,2025-02-04,completed,2025-02-08
887,375,2025-02-04,returned,2025-02-09
1958,307,2025-02-04,completed,2025-02-06
2613,44,2025-02-04,completed,2025-02-10
3307,364,2025-02-04,completed,2025-02-11
3632,251,2025-02-04,completed,2025-02-10
3992,132,2025-02-04,completed,2025-02-07
933,257,2025-02-05,completed,2025-02-07
1040,58,2025-02-05,completed,2025-02-07
1187,29,2025-02-05,cancelled,2025-02-12
1986,296,2025-02-05,completed,2025-02-12
2659,202,2025-02-05,completed,2025-02-12
3043,48,2025-02-05,completed,2025-02-10
3053,133,2025-02-05,cancelled,2025-02-12
3262,218,2025-02-05,completed,2025-02-08
3567,288,2025-02-05,completed,2025-02-08
3737,135,2025-02-05,completed,2025-02-08
3811,115,2025-02-05,completed,2025-02-12
606,384,2025-02-06,cancelled,2025-02-13
791,1,2025-02-06,returned,2025-02-09
1371,382,2025-02-06,completed,2025-02-09
1706,249,2025-02-06,completed,2025-02-09
1746,209,2025-02-06,completed,2025-02-08
2231,50,2025-02-06,cancelled,2025-02-08
2577,377,2025-02-06,completed,2025-02-11
3197,227,2025-02-06,completed,2025-02-13
3732,196,2025-02-06,cancelled,2025-02-12
447,34,2025-02-07,completed,2025-02-11
617,300,2025-02-07,completed,2025-02-13
1508,295,2025-02-07,completed,2025-02-09
1845,123,2025-02-07,completed,2025-02-11
2167,45,2025-02-07,completed,2025-02-12
2340,117,2025-02-07,completed,2025-02-10
2738,278,2025-02-07,completed,2025-02-09
2937,320,2025-02-07,completed,2025-02-11
3200,393,2025-02-07,returned,2025-02-12
3208,373,2025-02-07,completed,2025-02-14
1022,260,2025-02-08,returned,2025-02-12
1734,209,2025-02-08,cancelled,2025-02-11
3027,95,2025-02-08,completed,2025-02-11
3327,224,2025-02-08,returned,2025-02-10
19,185,2025-02-09,returned,2025-02-14
305,252,2025-02-09,completed,2025-02-11
790,212,2025-02-09,completed,2025-02-12
3024,393,2025-02-09,completed,2025-02-13
780,127,2025-02-10,cancelled,2025-02-14
1044,168,2025-02-10,completed,2025-02-12
1797,321,2025-02-10,cancelled,2025-02-12
3430,357,2025-02-10,cancelled,2025-02-14
3798,398,2025-02-10,cancelled,2025-02-15
114,234,2025-02-11,completed,2025-02-17
381,252,2025-02-11,cancelled,2025-02-18
1048,23,2025-02-11,cancelled,2025-02-17
1820,224,2025-02-11,returned,2025-02-18
3045,346,2025-02-11,completed,2025-02-13
3299,241,2025-02-11,completed,2025-02-14
