order_item_id,order_id,product_id,quantity,unit_price,discount
2867,1373,11,8,61.17,0.15
2868,1373,3,7,120.38,0.0
2869,1373,26,5,80.87,0.0
2870,1373,59,1,31.68,0.0
2871,2195,24,4,8.02,0.05
2872,2195,12,8,385.04,0.0
2873,2195,54,1,15.53,0.0
2874,2195,2,4,166.46,0.15
2875,2195,40,1,56.04,0.0
2876,2521,37,4,136.06,0.0
2877,2714,49,9,3.15,0.0
2878,2714,40,3,56.04,0.0
2879,2714,11,8,61.17,0.0
2880,3306,6,4,24.02,0.1
2881,3325,55,1,54.78,0.0
2882,3325,27,9,212.44,0.0
2883,3325,10,8,165.6,0.05
2884,3325,43,6,60.31,0.0
2885,3347,18,2,257.31,0.05
2886,3347,60,7,126.12,0.15
2887,3347,54,8,15.53,0.0
2888,3347,28,7,52.42,0.0
2889,3771,14,9,3.36,0.15
2890,3771,46,1,21.46,0.0
2891,3771,1,6,46.02,0.1
2892,65,30,4,75.84,0.0
2893,65,18,2,257.31,0.05
2894,452,53,3,43.35,0.05
2895,452,55,2,54.78,0.0
2896,452,14,7,3.36,0.0
2897,452,8,10,339.2,0.0
2898,1392,19,2,7.35,0.15
2899,1392,28,3,52.42,0.0
2900,1392,13,2,71.06,0.15
2901,1882,23,5,42.49,0.0
2902,1882,8,4,339.2,0.15
2903,1882,30,8,75.84,0.0
2904,1882,31,7,308.58,0.15
2905,3234,24,7,8.02,0.05
2906,3234,58,7,104.43,0.0
2907,3234,55,4,54.78,0.15
2908,3234,51,10,50.01,0.0
2909,3234,19,10,7.35,0.0
2910,3419,53,7,43.35,0.0
2911,52,31,6,308.58,0.0
2912,692,33,8,10.06,0.1
2913,3922,6,10,24.02,0.05
2914,473,37,3,136.06,0.0
2915,473,20,3,151.48,0.15
2916,473,3,5,120.38,0.0
2917,473,36,8,307.21,0.0
2918,473,20,5,151.48,0.0
2919,722,50,3,171.97,0.05
2920,2793,18,7,257.31,0.0
2921,2793,50,4,171.97,0.0
2922,3334,53,10,43.35,0.05
2923,3334,17,10,51.12,0.05
2924,3334,49,3,3.15,0.0
2925,3334,23,9,42.49,0.0
2926,3334,24,4,8.02,0.15
2927,3886,54,7,15.53,0.0
2928,3886,36,1,307.21,0.1
2929,3886,18,8,257.31,0.15
2930,3886,12,9,385.04,0.0
2931,795,47,5,271.83,0.15
2932,795,5,1,160.91,0.15
2933,795,1,6,46.02,0.1
2934,795,15,6,118.8,0.1
2935,1627,31,5,308.58,0.15
2936,1627,12,7,385.04,0.0
2937,1627,47,4,271.83,0.0
2938,3897,50,10,171.97,0.1
2939,3897,2,10,166.46,0.0
2940,3897,50,8,171.97,0.0
2941,833,5,7,160.91,0.0
2942,833,4,8,27.29,0.0
2943,833,55,7,54.78,0.15
2944,833,48,5,61.29,0.0
2945,833,15,9,118.8,0.05
2946,882,17,4,51.12,0.0
2947,882,30,7,75.84,0.0
2948,882,47,2,271.83,0.05
2949,882,35,6,192.47,0.05
2950,882,57,5,48.65,0.05
2951,1016,55,3,54.78,0.05
2952,1016,44,4,196.45,0.05
2953,1016,26,2,80.87,0.1
2954,1016,24,5,8.02,0.15
2955,1902,34,9,195.39,0.0
2956,3609,37,1,136.06,0.0
2957,3609,10,8,165.6,0.05
2958,3609,60,3,126.12,0.15
2959,3609,37,1,136.06,0.0
2960,3609,50,5,171.97,0.1
2961,774,3,8,120.38,0.15
2962,774,42,7,2.63,0.1
2963,774,2,4,166.46,0.0
2964,1438,27,1,212.44,0.05
2965,1438,22,4,39.07,0.0
2966,1438,46,8,21.46,0.0
2967,2032,59,10,31.68,0.05
2968,2032,33,4,10.06,0.0
2969,2032,2,8,166.46,0.05
2970,3649,43,1,60.31,0.0
2971,3649,53,8,43.35,0.05
2972,3649,45,9,68.24,0.0
2973,3649,60,3,126.12,0.0
2974,824,27,8,212.44,0.05
2975,824,59,5,31.68,0.1
2976,1137,40,9,56.04,0.0
2977,1469,33,9,10.06,0.15
2978,1469,28,4,52.42,0.0
2979,1469,33,10,10.06,0.0
2980,1469,52,7,18.99,0.0
2981,1968,49,10,3.15,0.0
2982,1968,27,5,212.44,0.0
2983,1968,44,9,196.45,0.0
2984,1968,45,9,68.24,0.1
2985,1983,26,6,80.87,0.0
2986,1983,52,6,18.99,0.15
2987,1983,55,5,54.78,0.0
2988,1983,37,3,136.06,0.0
2989,261,45,1,68.24,0.05
2990,379,42,7,2.63,0.1
2991,379,49,2,3.15,0.15
2992,379,35,8,192.47,0.05
2993,1114,27,4,212.44,0.05
2994,2209,54,2,15.53,0.0
2995,2209,26,10,80.87,0.0
2996,634,31,10,308.58,0.0
2997,1834,12,10,385.04,0.1
2998,1834,6,10,24.02,0.15
2999,1834,53,3,43.35,0.1
3000,1834,32,9,115.53,0.0
3001,1834,10,6,165.6,0.05
3002,2567,50,8,171.97,0.0
3003,2567,6,1,24.02,0.05
3004,2713,28,10,52.42,0.0
3005,2713,17,7,51.12,0.0
3006,2713,38,3,13.28,0.0
3007,2713,2,10,166.46,0.0
3008,2713,35,4,192.47,0.15
3009,3895,44,6,196.45,0.0
3010,58,44,10,196.45,0.15
3011,58,45,2,68.24,0.0
3012,58,19,10,7.35,0.0
3013,939,27,1,212.44,0.05
3014,939,25,3,103.21,0.1
3015,939,5,6,160.91,0.1
3016,939,53,8,43.35,0.1
3017,939,13,6,71.06,0.0
3018,1465,39,3,158.99,0.1
3019,1465,18,9,257.31,0.0
3020,1465,59,5,31.68,0.1
3021,1493,52,3,18.99,0.0
3022,1493,51,2,50.01,0.15
3023,1739,47,2,271.83,0.1
3024,1739,27,9,212.44,0.05
3025,1739,56,7,394.93,0.0
3026,1739,41,5,136.4,0.05
3027,1921,44,6,196.45,0.0
3028,1921,57,9,48.65,0.15
3029,2350,56,2,394.93,0.0
3030,2350,25,5,103.21,0.15
3031,2350,57,3,48.65,0.1
3032,2350,58,9,104.43,0.15
3033,2350,6,1,24.02,0.0
3034,2353,29,2,103.01,0.0
3035,2353,31,10,308.58,0.0
3036,2460,27,5,212.44,0.15
3037,2460,3,1,120.38,0.05
3038,3700,2,9,166.46,0.1
3039,3700,3,2,120.38,0.1
3040,42,11,3,61.17,0.05
3041,42,34,10,195.39,0.0
3042,42,27,3,212.44,0.1
3043,42,42,5,2.63,0.0
3044,1155,21,1,71.68,0.0
3045,1155,30,9,75.84,0.0
3046,1155,33,10,10.06,0.15
3047,1155,22,3,39.07,0.1
3048,1155,42,8,2.63,0.15
3049,1678,6,7,24.02,0.0
3050,1678,35,7,192.47,0.0
3051,1678,60,2,126.12,0.1
3052,2058,57,2,48.65,0.05
3053,2058,11,7,61.17,0.05
3054,2058,26,1,80.87,0.0
3055,2058,36,9,307.21,0.0
3056,2058,9,4,270.93,0.0
3057,2790,8,1,339.2,0.05
3058,2790,41,7,136.4,0.0
3059,2790,13,5,71.06,0.15
3060,2790,18,4,257.31,0.0
3061,2790,21,7,71.68,0.1
3062,3779,42,6,2.63,0.0
3063,3779,34,8,195.39,0.15
3064,394,6,1,24.02,0.0
3065,904,52,3,18.99,0.15
3066,904,20,6,151.48,0.0
3067,904,14,10,3.36,0.05
3068,1819,38,3,13.28,0.0
3069,3218,30,4,75.84,0.0
3070,3218,1,9,46.02,0.0
3071,3367,37,7,136.06,0.05
3072,3367,53,1,43.35,0.15
3073,3367,16,7,18.33,0.1
3074,3893,1,5,46.02,0.0
3075,3893,16,6,18.33,0.05
3076,3893,9,5,270.93,0.15
3077,3893,3,6,120.38,0.0
3078,3997,45,5,68.24,0.05
3079,3997,33,9,10.06,0.0
3080,45,51,5,50.01,0.0
3081,45,44,4,196.45,0.0
3082,45,56,5,394.93,0.05
3083,45,54,9,15.53,0.1
3084,2177,8,10,339.2,0.0
3085,2177,29,4,103.01,0.05
3086,3072,24,7,8.02,0.0
3087,3072,27,4,212.44,0.0
3088,3072,9,7,270.93,0.0
3089,3072,3,7,120.38,0.05
3090,3072,52,10,18.99,0.05
3091,1121,34,5,195.39,0.05
3092,1121,38,3,13.28,0.0
3093,1121,24,5,8.02,0.1
3094,1121,37,3,136.06,0.05
3095,1121,9,1,270.93,0.15
3096,1985,12,9,385.04,0.1
3097,1985,25,3,103.21,0.0
3098,1985,27,10,212.44,0.1
3099,2331,1,7,46.02,0.05
3100,2331,26,8,80.87,0.0
3101,2897,38,3,13.28,0.05
3102,2897,13,7,71.06,0.0
3103,2897,40,10,56.04,0.1
3104,2897,43,10,60.31,0.0
3105,2897,59,10,31.68,0.15
3106,1560,16,6,18.33,0.0
3107,1560,49,8,3.15,0.1
3108,1560,56,9,394.93,0.05
3109,1560,33,8,10.06,0.05
3110,1560,29,3,103.01,0.1
3111,1745,59,1,31.68,0.05
3112,1745,20,4,151.48,0.0
3113,1745,17,3,51.12,0.1
3114,3544,34,10,195.39,0.0
3115,3668,7,4,33.03,0.0
3116,3668,39,4,158.99,0.1
3117,3838,6,3,24.02,0.0
3118,3838,26,1,80.87,0.0
3119,3838,1,5,46.02,0.0
3120,3838,20,8,151.48,0.0
3121,3838,60,3,126.12,0.05
3122,202,47,2,271.83,0.15
3123,202,51,4,50.01,0.0
3124,202,55,5,54.78,0.0
3125,202,47,2,271.83,0.1
3126,202,14,2,3.36,0.0
3127,240,14,10,3.36,0.1
3128,298,21,9,71.68,0.0
3129,298,31,1,308.58,0.0
3130,298,38,9,13.28,0.1
3131,298,28,6,52.42,0.15
3132,724,20,3,151.48,0.0
3133,724,19,6,7.35,0.0
3134,724,40,3,56.04,0.15
3135,724,4,3,27.29,0.1
3136,930,22,1,39.07,0.0
3137,930,37,7,136.06,0.05
3138,1689,39,10,158.99,0.0
3139,1689,17,10,51.12,0.1
3140,1689,26,10,80.87,0.0
3141,1689,53,1,43.35,0.1
3142,275,26,3,80.87,0.1
3143,275,57,2,48.65,0.0
3144,275,31,6,308.58,0.15
3145,445,41,8,136.4,0.0
3146,445,40,7,56.04,0.05
3147,797,60,7,126.12,0.1
3148,863,22,3,39.07,0.05
3149,863,49,5,3.15,0.15
3150,863,55,5,54.78,0.0
3151,863,16,8,18.33,0.0
3152,863,17,3,51.12,0.0
3153,2904,15,4,118.8,0.0
3154,2904,31,10,308.58,0.15
3155,2904,21,2,71.68,0.05
3156,3907,4,8,27.29,0.05
3157,1458,13,3,71.06,0.15
3158,1458,5,6,160.91,0.05
3159,1458,4,7,27.29,0.0
3160,1458,6,3,24.02,0.1
3161,1753,10,6,165.6,0.15
3162,1876,48,10,61.29,0.1
3163,1876,47,10,271.83,0.0
3164,1876,13,8,71.06,0.1
3165,1876,13,8,71.06,0.0
3166,1876,3,5,120.38,0.0
3167,2612,52,5,18.99,0.0
3168,2612,18,5,257.31,0.05
3169,3063,39,5,158.99,0.0
3170,3063,32,1,115.53,0.05
3171,3063,29,9,103.01,0.15
3172,3063,27,4,212.44,0.0
3173,3063,21,1,71.68,0.0
3174,3794,27,2,212.44,0.0
3175,3794,50,2,171.97,0.1
3176,3794,51,1,50.01,0.05
3177,3794,59,9,31.68,0.15
3178,3857,6,4,24.02,0.05
3179,3857,43,9,60.31,0.0
3180,3857,38,2,13.28,0.0
3181,2015,23,4,42.49,0.05
3182,2015,17,10,51.12,0.0
3183,2015,53,9,43.35,0.0
3184,2966,33,6,10.06,0.0
3185,2966,23,2,42.49,0.1
3186,2966,47,2,271.83,0.15
3187,1486,58,5,104.43,0.05
3188,1486,18,10,257.31,0.15
3189,1486,26,6,80.87,0.15
3190,1572,39,2,158.99,0.15
3191,1572,59,1,31.68,0.05
3192,1592,53,1,43.35,0.05
3193,1592,4,1,27.29,0.0
3194,1592,38,1,13.28,0.0
3195,1592,46,6,21.46,0.0
3196,2476,8,5,339.2,0.1
3197,2476,2,10,166.46,0.0
3198,2476,60,9,126.12,0.15
3199,329,12,9,385.04,0.0
3200,329,2,4,166.46,0.15
3201,854,25,3,103.21,0.05
3202,854,50,1,171.97,0.15
3203,854,16,6,18.33,0.1
3204,854,59,9,31.68,0.1
3205,854,26,5,80.87,0.15
3206,3097,43,9,60.31,0.05
3207,3502,1,7,46.02,0.0
3208,3502,21,10,71.68,0.0
3209,3502,45,2,68.24,0.0
3210,3502,58,5,104.43,0.05
3211,3502,45,10,68.24,0.05
3212,27,56,4,394.93,0.0
3213,27,22,7,39.07,0.15
3214,367,13,4,71.06,0.0
3215,367,39,5,158.99,0.05
3216,1993,55,9,54.78,0.0
3217,1993,59,1,31.68,0.1
3218,1993,49,8,3.15,0.05
3219,3005,33,10,10.06,0.15
3220,3059,31,10,308.58,0.0
3221,3059,11,2,61.17,0.0
3222,3059,39,10,158.99,0.15
3223,3059,6,5,24.02,0.1
3224,3059,56,2,394.93,0.0
3225,3156,13,3,71.06,0.15
3226,3447,25,2,103.21,0.0
3227,3447,22,5,39.07,0.1
3228,3447,36,9,307.21,0.0
3229,3447,4,3,27.29,0.0
3230,1599,16,2,18.33,0.0
3231,1599,8,7,339.2,0.1
3232,1599,3,8,120.38,0.0
3233,1599,52,3,18.99,0.15
3234,2069,2,4,166.46,0.0
3235,2069,39,1,158.99,0.05
3236,2256,31,6,308.58,0.0
3237,2256,46,5,21.46,0.0
3238,2256,31,1,308.58,0.15
3239,2256,56,3,394.93,0.1
3240,3158,6,2,24.02,0.05
3241,3158,19,2,7.35,0.05
3242,629,37,4,136.06,0.0
3243,629,37,7,136.06,0.0
3244,629,57,7,48.65,0.05
3245,629,27,7,212.44,0.0
3246,629,12,6,385.04,0.0
3247,1503,25,6,103.21,0.0
3248,1503,15,3,118.8,0.0
3249,1503,48,2,61.29,0.05
3250,1503,48,5,61.29,0.1
3251,1503,2,6,166.46,0.0
3252,1543,53,8,43.35,0.1
3253,1543,1,7,46.02,0.0
3254,1543,34,1,195.39,0.05
3255,1543,22,7,39.07,0.0
3256,2640,3,7,120.38,0.05
3257,2640,16,1,18.33,0.05
3258,3046,3,9,120.38,0.0
3259,3046,57,2,48.65,0.15
3260,3046,42,7,2.63,0.15
3261,1518,54,10,15.53,0.0
3262,1518,35,2,192.47,0.1
3263,1518,1,10,46.02,0.0
3264,3596,38,3,13.28,0.0
3265,154,52,4,18.99,0.15
3266,231,10,3,165.6,0.0
3267,1147,39,6,158.99,0.0
3268,1431,45,8,68.24,0.0
3269,1431,49,10,3.15,0.0
3270,2384,45,6,68.24,0.1
3271,2384,15,10,118.8,0.0
3272,2384,42,7,2.63,0.0
3273,2384,3,10,120.38,0.0
3274,2416,28,3,52.42,0.0
3275,2416,56,6,394.93,0.05
3276,2416,59,5,31.68,0.05
3277,2416,43,5,60.31,0.0
3278,2416,52,10,18.99,0.0
3279,3323,3,5,120.38,0.0
3280,3323,48,10,61.29,0.1
3281,639,45,6,68.24,0.0
3282,639,15,2,118.8,0.1
3283,639,8,1,339.2,0.1
3284,1143,8,9,339.2,0.15
3285,1143,39,6,158.99,0.05
3286,1143,41,9,136.4,0.0
3287,1143,14,5,3.36,0.0
3288,1143,49,7,3.15,0.0
3289,3145,11,10,61.17,0.0
3290,3145,51,6,50.01,0.15
3291,3145,10,8,165.6,0.0
3292,3145,40,1,56.04,0.05
3293,3392,45,7,68.24,0.05
3294,3392,1,7,46.02,0.0
3295,3392,7,3,33.03,0.05
3296,859,35,1,192.47,0.05
3297,859,29,5,103.01,0.0
3298,859,29,3,103.01,0.15
3299,1181,58,1,104.43,0.05
3300,1181,9,6,270.93,0.0
3301,1181,52,6,18.99,0.0
3302,1181,33,1,10.06,0.0
3303,1654,24,1,8.02,0.0
3304,1871,29,2,103.01,0.0
3305,2590,32,6,115.53,0.0
3306,2590,28,6,52.42,0.0
3307,2590,34,10,195.39,0.05
3308,2590,4,3,27.29,0.0
3309,3597,17,2,51.12,0.0
3310,3597,14,10,3.36,0.0
3311,952,20,10,151.48,0.05
3312,952,17,7,51.12,0.0
3313,952,17,6,51.12,0.15
3314,1642,7,6,33.03,0.15
3315,1642,45,10,68.24,0.05
3316,2292,21,8,71.68,0.15
3317,2441,37,2,136.06,0.15
3318,2481,41,9,136.4,0.1
3319,2481,26,5,80.87,0.05
3320,2481,55,7,54.78,0.15
3321,2481,38,7,13.28,0.0
3322,2481,22,2,39.07,0.05
3323,80,16,6,18.33,0.0
3324,80,46,8,21.46,0.1
3325,80,17,9,51.12,0.15
3326,80,30,9,75.84,0.05
3327,80,1,8,46.02,0.0
3328,175,50,4,171.97,0.0
3329,1744,55,2,54.78,0.05
3330,1744,35,4,192.47,0.0
3331,1744,55,2,54.78,0.0
3332,1744,37,3,136.06,0.0
3333,2019,39,7,158.99,0.0
3334,2257,16,4,18.33,0.0
3335,2257,55,10,54.78,0.0
3336,2257,45,4,68.24,0.05
3337,2257,51,3,50.01,0.15
3338,3421,37,5,136.06,0.05
3339,3421,17,3,51.12,0.0
3340,3914,59,6,31.68,0.0
3341,3914,16,7,18.33,0.0
3342,3914,60,7,126.12,0.05
3343,3914,40,3,56.04,0.1
3344,3914,17,8,51.12,0.0
3345,2146,59,10,31.68,0.0
3346,2146,60,3,126.12,0.15
3347,2146,15,9,118.8,0.15
3348,2146,56,3,394.93,0.0
3349,2703,9,3,270.93,0.0
3350,3190,37,5,136.06,0.0
3351,53,5,10,160.91,0.05
3352,481,15,9,118.8,0.0
3353,481,18,3,257.31,0.0
3354,801,20,2,151.48,0.05
3355,801,39,9,158.99,0.1
3356,2341,57,1,48.65,0.1
3357,2341,52,8,18.99,0.15
3358,3172,53,2,43.35,0.0
3359,3172,22,6,39.07,0.0
3360,3172,9,1,270.93,0.05
3361,1055,21,10,71.68,0.05
3362,1055,45,10,68.24,0.1
3363,1055,5,9,160.91,0.0
3364,1055,15,1,118.8,0.0
3365,1409,46,5,21.46,0.05
3366,1761,14,3,3.36,0.15
3367,1761,12,3,385.04,0.05
3368,2964,32,8,115.53,0.05
3369,2964,30,4,75.84,0.0
3370,3554,27,9,212.44,0.15
3371,3742,26,5,80.87,0.05
3372,39,2,1,166.46,0.05
3373,39,14,6,3.36,0.1
3374,39,4,7,27.29,0.0
3375,39,52,6,18.99,0.0
3376,1726,21,10,71.68,0.0
3377,1726,33,3,10.06,0.0
3378,1726,41,2,136.4,0.0
3379,1726,47,8,271.83,0.0
3380,1726,51,5,50.01,0.15
3381,2751,9,5,270.93,0.05
3382,3088,44,7,196.45,0.15
3383,1230,51,9,50.01,0.0
3384,1230,11,8,61.17,0.05
3385,1230,27,6,212.44,0.0
3386,1230,37,7,136.06,0.0
3387,2235,1,4,46.02,0.0
3388,2235,46,4,21.46,0.05
3389,2758,43,7,60.31,0.0
3390,2758,57,7,48.65,0.0
3391,2758,47,5,271.83,0.0
3392,2758,37,5,136.06,0.05
3393,2758,21,8,71.68,0.1
3394,3193,14,9,3.36,0.0
3395,3193,60,10,126.12,0.0
3396,3193,45,8,68.24,0.1
3397,3193,48,9,61.29,0.1
3398,3193,46,10,21.46,0.0
3399,3350,17,9,51.12,0.1
3400,1719,3,10,120.38,0.1
3401,1719,57,6,48.65,0.0
3402,1719,1,10,46.02,0.0
3403,1719,45,4,68.24,0.15
3404,2031,53,7,43.35,0.05
3405,2031,19,3,7.35,0.0
3406,3881,48,10,61.29,0.0
3407,3881,17,2,51.12,0.05
3408,126,7,9,33.03,0.0
3409,126,38,9,13.28,0.15
3410,2734,43,6,60.31,0.0
3411,2817,19,6,7.35,0.1
3412,2817,15,1,118.8,0.0
3413,2817,1,2,46.02,0.15
3414,2817,12,8,385.04,0.15
3415,2817,28,3,52.42,0.15
3416,3338,59,10,31.68,0.0
3417,3338,34,5,195.39,0.15
3418,3819,20,3,151.48,0.0
3419,3819,22,8,39.07,0.05
3420,3819,48,8,61.29,0.1
3421,3819,5,9,160.91,0.1
3422,92,10,4,165.6,0.0
3423,92,29,9,103.01,0.1
3424,92,42,1,2.63,0.05
3425,92,22,9,39.07,0.15
3426,92,55,2,54.78,0.0
3427,737,34,7,195.39,0.0
3428,737,45,4,68.24,0.0
3429,737,45,5,68.24,0.15
3430,737,37,6,136.06,0.15
3431,748,20,10,151.48,0.05
3432,748,39,5,158.99,0.1
3433,748,26,6,80.87,0.0
3434,748,33,8,10.06,0.05
3435,2229,18,7,257.31,0.1
3436,2229,13,9,71.06,0.15
3437,2229,16,10,18.33,0.0
3438,2229,55,3,54.78,0.05
3439,2229,13,2,71.06,0.05
3440,2748,54,1,15.53,0.1
3441,1755,57,7,48.65,0.0
3442,1755,6,7,24.02,0.05
3443,1755,9,2,270.93,0.0
3444,1755,27,6,212.44,0.0
3445,1755,58,8,104.43,0.0
3446,1879,27,6,212.44,0.0
3447,1879,32,9,115.53,0.15
3448,1879,26,6,80.87,0.0
3449,1879,49,8,3.15,0.0
3450,1879,23,3,42.49,0.0
3451,2092,31,5,308.58,0.05
3452,2092,1,1,46.02,0.0
3453,2092,25,8,103.21,0.1
3454,2278,34,9,195.39,0.05
3455,2278,55,5,54.78,0.0
3456,2278,44,6,196.45,0.0
3457,3061,27,6,212.44,0.05
3458,3623,21,3,71.68,0.0
3459,3623,12,5,385.04,0.0
3460,3623,17,9,51.12,0.0
3461,3675,40,5,56.04,0.05
3462,3675,1,4,46.02,0.0
3463,3675,13,7,71.06,0.1
3464,3675,59,7,31.68,0.1
3465,3675,2,4,166.46,0.1
3466,3748,53,1,43.35,0.05
3467,3748,47,8,271.83,0.0
3468,3748,2,7,166.46,0.0
3469,1994,3,5,120.38,0.1
3470,1994,52,3,18.99,0.0
3471,2883,33,7,10.06,0.15
3472,2883,4,1,27.29,0.0
3473,3241,47,9,271.83,0.0
3474,3241,40,9,56.04,0.15
3475,3241,15,10,118.8,0.0
3476,3470,48,4,61.29,0.0
3477,3470,18,10,257.31,0.15
3478,3470,1,7,46.02,0.1
3479,204,53,8,43.35,0.1
3480,615,32,8,115.53,0.1
3481,615,9,6,270.93,0.0
3482,615,10,5,165.6,0.1
3483,615,8,6,339.2,0.0
3484,615,25,5,103.21,0.1
3485,710,1,6,46.02,0.0
3486,710,59,8,31.68,0.0
3487,710,14,7,3.36,0.0
3488,710,49,8,3.15,0.15
3489,710,20,1,151.48,0.1
3490,921,21,4,71.68,0.05
3491,921,37,1,136.06,0.0
3492,921,57,10,48.65,0.0
3493,921,54,9,15.53,0.15
3494,921,3,7,120.38,0.0
3495,1687,11,10,61.17,0.15
3496,2511,18,1,257.31,0.0
3497,2511,52,2,18.99,0.0
3498,2511,23,10,42.49,0.1
3499,214,22,5,39.07,0.1
3500,214,40,8,56.04,0.0
3501,703,55,3,54.78,0.0
3502,703,3,2,120.38,0.0
3503,1053,48,8,61.29,0.05
3504,1053,31,9,308.58,0.0
3505,1053,28,6,52.42,0.05
3506,1053,40,2,56.04,0.0
3507,1053,43,2,60.31,0.0
3508,2676,58,5,104.43,0.05
3509,2676,59,9,31.68,0.15
3510,2676,47,4,271.83,0.0
3511,2676,1,9,46.02,0.1
3512,2676,49,3,3.15,0.15
3513,1012,21,9,71.68,0.15
3514,1012,56,9,394.93,0.05
3515,1012,52,2,18.99,0.0
3516,1012,37,3,136.06,0.05
3517,1012,16,4,18.33,0.15
3518,1450,58,1,104.43,0.05
3519,1450,48,6,61.29,0.15
3520,1915,25,10,103.21,0.15
3521,1915,49,3,3.15,0.0
3522,1915,30,8,75.84,0.05
3523,1915,19,4,7.35,0.1
3524,1915,7,4,33.03,0.05
3525,2564,25,3,103.21,0.05
3526,2994,14,2,3.36,0.15
3527,2994,24,9,8.02,0.0
3528,2994,60,8,126.12,0.0
3529,2994,35,3,192.47,0.1
3530,2994,19,7,7.35,0.0
3531,3091,53,10,43.35,0.0
3532,3091,20,10,151.48,0.05
3533,3091,36,1,307.21,0.1
3534,897,60,4,126.12,0.0
3535,897,9,3,270.93,0.05
3536,897,15,8,118.8,0.15
3537,897,8,10,339.2,0.05
3538,989,38,3,13.28,0.0
3539,989,57,4,48.65,0.0
3540,989,31,10,308.58,0.15
3541,989,4,7,27.29,0.0
3542,989,21,9,71.68,0.0
3543,1127,4,9,27.29,0.15
3544,1127,18,8,257.31,0.05
3545,1127,38,5,13.28,0.0
3546,1127,5,8,160.91,0.15
3547,1148,32,6,115.53,0.0
3548,1148,13,9,71.06,0.1
3549,1148,5,9,160.91,0.1
3550,1148,40,1,56.04,0.15
3551,3108,48,8,61.29,0.0
3552,3108,33,6,10.06,0.0
3553,3108,38,6,13.28,0.0
3554,3108,32,1,115.53,0.1
3555,597,38,6,13.28,0.0
3556,597,33,7,10.06,0.1
3557,597,11,9,61.17,0.05
3558,597,14,5,3.36,0.1
3559,597,36,8,307.21,0.1
3560,2184,14,1,3.36,0.1
3561,2184,56,1,394.93,0.0
3562,2184,44,7,196.45,0.05
3563,2184,6,4,24.02,0.0
3564,2776,26,2,80.87,0.15
3565,2776,12,10,385.04,0.0
3566,2776,2,6,166.46,0.15
3567,2776,48,9,61.29,0.0
3568,2776,57,2,48.65,0.1
3569,2865,60,9,126.12,0.1
3570,2865,34,7,195.39,0.15
3571,3152,33,1,10.06,0.0
3572,90,1,7,46.02,0.05
3573,90,46,1,21.46,0.1
3574,90,56,1,394.93,0.0
3575,90,30,3,75.84,0.1
3576,1356,31,10,308.58,0.0
3577,1356,36,7,307.21,0.0
3578,558,39,4,158.99,0.0
3579,558,18,9,257.31,0.15
3580,558,43,5,60.31,0.05
3581,558,39,1,158.99,0.05
3582,558,16,6,18.33,0.15
3583,1852,27,6,212.44,0.05
3584,3128,33,7,10.06,0.1
3585,3128,56,4,394.93,0.1
3586,3128,13,6,71.06,0.0
3587,3128,45,1,68.24,0.05
3588,3471,29,2,103.01,0.0
3589,3471,50,4,171.97,0.0
3590,3471,7,6,33.03,0.0
3591,3471,22,1,39.07,0.15
3592,3921,29,1,103.01,0.15
3593,3921,23,2,42.49,0.0
3594,3921,34,10,195.39,0.05
3595,335,44,4,196.45,0.15
3596,335,34,5,195.39,0.0
3597,335,17,5,51.12,0.0
3598,335,24,9,8.02,0.1
3599,335,14,2,3.36,0.0
3600,1167,5,8,160.91,0.0
3601,1167,4,2,27.29,0.15
3602,1167,49,4,3.15,0.0
3603,1872,55,4,54.78,0.0
3604,1872,26,8,80.87,0.1
3605,1872,8,7,339.2,0.0
3606,2834,39,1,158.99,0.0
3607,2834,38,8,13.28,0.15
3608,2834,57,10,48.65,0.05
3609,2834,29,1,103.01,0.1
3610,2834,56,4,394.93,0.0
3611,1970,52,5,18.99,0.15
3612,1970,23,9,42.49,0.05
3613,1970,19,7,7.35,0.0
3614,410,37,1,136.06,0.0
3615,410,59,7,31.68,0.0
3616,410,47,5,271.83,0.05
3617,410,53,2,43.35,0.0
3618,432,14,10,3.36,0.0
3619,432,21,4,71.68,0.05
3620,432,49,9,3.15,0.05
3621,432,43,2,60.31,0.0
3622,2115,38,6,13.28,0.05
3623,2115,29,3,103.01,0.15
3624,2115,39,3,158.99,0.15
3625,2818,15,9,118.8,0.0
3626,2818,26,4,80.87,0.1
3627,2818,46,3,21.46,0.0
3628,2818,37,6,136.06,0.0
3629,3721,24,5,8.02,0.15
3630,3721,42,4,2.63,0.0
3631,3721,15,5,118.8,0.0
3632,3721,6,6,24.02,0.05
3633,3721,5,6,160.91,0.1
3634,82,35,10,192.47,0.0
3635,82,28,1,52.42,0.05
3636,82,30,5,75.84,0.0
3637,1343,51,8,50.01,0.05
3638,1343,46,7,21.46,0.0
3639,1343,12,2,385.04,0.15
3640,3192,48,10,61.29,0.15
3641,3192,23,5,42.49,0.1
3642,3192,42,8,2.63,0.0
3643,3227,48,2,61.29,0.1
3644,3227,28,8,52.42,0.0
3645,3227,1,1,46.02,0.0
3646,3948,58,2,104.43,0.0
3647,3948,33,2,10.06,0.15
3648,88,37,2,136.06,0.1
3649,88,42,2,2.63,0.0
3650,88,15,5,118.8,0.0
3651,88,43,7,60.31,0.05
3652,117,46,5,21.46,0.1
3653,461,14,8,3.36,0.15
